"C_NO","SITE_CONTENT","SITE","PET_YN"
2282,"일반야영장(80면)",80,"N"
100617,"글램핑시설(6면)",6,"Y"
2285,"일반야영장(8면) 카라반(28면)",36,"N"
7024,"",0,"N"
3477,"일반야영장(4면)",4,"N"
8180,"일반야영장(15면)",15,"Y"
2300,"",0,"N"
7655,"글램핑시설(27면)",27,"Y"
100335,"자동차야영장사이트(14면)",14,"Y"
2304,"자동차야영장사이트(170면) 카라반(10면)",180,"N"
7634,"카라반(11면)",11,"Y"
100198,"일반야영장(31면) 자동차야영장사이트(21면)",52,"Y"
7749,"자동차야영장사이트(9면)",9,"Y"
2309,"일반야영장(3면) 글램핑시설(2면) 카라반(5면)",10,"N"
6862,"카라반(19면)",19,"N"
2312,"글램핑시설(13면)",13,"N"
2313,"글램핑시설(10면)",10,"N"
2314,"글램핑시설(10면)",10,"N"
2315,"일반야영장(20면)",20,"Y"
7581,"일반야영장(15면) 글램핑시설(15면)",30,"Y"
7645,"일반야영장(4면) 글램핑시설(3면)",7,"Y"
100496,"일반야영장(44면)",44,"Y"
2321,"자동차야영장사이트(33면)",33,"N"
2326,"",0,"N"
2327,"일반야영장(64면)",64,"N"
7431,"",0,"N"
7987,"일반야영장(50면) 자동차야영장사이트(28면)",78,"Y"
100316,"자동차야영장사이트(15면) 개인카라반사이트(2면)",17,"Y"
2329,"",0,"N"
2331,"글램핑시설(7면)",7,"N"
100375,"일반야영장(6면)",6,"Y"
7185,"일반야영장(1652면) 자동차야영장사이트(1652면) 글램핑시설(1면) 카라반(4면) 개인카라반사이트(1652면)",4961,"Y"
7186,"일반야영장(10면)",10,"N"
100424,"일반야영장(59면) 글램핑시설(10면) 카라반(8면)",77,"Y"
2341,"일반야영장(18면) 개인카라반사이트(2면)",20,"Y"
6864,"",0,"N"
2345,"일반야영장(11면)",11,"Y"
7025,"",0,"N"
7026,"일반야영장(100면) 자동차야영장사이트(18면) 개인카라반사이트(5면)",123,"N"
7523,"",0,"N"
7561,"카라반(9면)",9,"Y"
2349,"글램핑시설(10면)",10,"N"
2351,"일반야영장(80면) 자동차야영장사이트(80면) 글램핑시설(18면)",178,"N"
7187,"",0,"N"
2355,"자동차야영장사이트(55면)",55,"N"
2013,"글램핑시설(11면)",11,"N"
2358,"일반야영장(20면) 글램핑시설(10면) 카라반(23면)",53,"N"
100377,"일반야영장(24면)",24,"Y"
2359,"카라반(24면)",24,"N"
7661,"일반야영장(25면)",25,"Y"
2361,"일반야영장(15면)",15,"N"
7889,"일반야영장(7면) 자동차야영장사이트(7면) 개인카라반사이트(14면)",28,"N"
7591,"일반야영장(13면)",13,"N"
2363,"일반야영장(39면) 글램핑시설(4면)",43,"N"
2364,"자동차야영장사이트(32면)",32,"Y"
3174,"일반야영장(30면)",30,"Y"
2365,"일반야영장(30면)",30,"N"
2367,"자동차야영장사이트(30면) 카라반(2면)",32,"N"
7568,"자동차야영장사이트(1면) 카라반(3면)",4,"N"
2372,"일반야영장(40면)",40,"N"
2373,"",0,"N"
2377,"일반야영장(20면)",20,"N"
2378,"일반야영장(46면) 글램핑시설(6면)",52,"Y"
2381,"일반야영장(75면)",75,"N"
7839,"일반야영장(10면)",10,"Y"
7636,"일반야영장(20면)",20,"Y"
7188,"일반야영장(6면) 자동차야영장사이트(6면) 글램핑시설(15면)",27,"Y"
7365,"",0,"N"
2393,"자동차야영장사이트(40면)",40,"N"
2422,"자동차야영장사이트(38면)",38,"N"
2394,"카라반(4면)",4,"N"
767,"일반야영장(3면) 글램핑시설(8면) 카라반(10면)",21,"N"
2399,"일반야영장(100면) 자동차야영장사이트(100면)",200,"N"
7029,"",0,"N"
7030,"",0,"N"
7191,"일반야영장(70면)",70,"N"
7032,"자동차야영장사이트(18면)",18,"N"
1846,"글램핑시설(16면)",16,"N"
1849,"자동차야영장사이트(19면)",19,"N"
1853,"자동차야영장사이트(14면)",14,"Y"
1854,"글램핑시설(21면)",21,"Y"
1857,"자동차야영장사이트(30면)",30,"Y"
7912,"글램핑시설(13면)",13,"Y"
7817,"일반야영장(7면)",7,"Y"
6840,"일반야영장(20면) 글램핑시설(10면) 카라반(4면)",34,"N"
7167,"일반야영장(17면) 자동차야영장사이트(17면)",34,"N"
6842,"",0,"N"
7168,"글램핑시설(9면)",9,"N"
7458,"",0,"N"
100128,"일반야영장(18면) 자동차야영장사이트(23면)",41,"Y"
7008,"",0,"N"
1871,"일반야영장(9면)",9,"Y"
100273,"자동차야영장사이트(22면)",22,"Y"
1875,"일반야영장(76면)",76,"Y"
1876,"일반야영장(90면)",90,"N"
1878,"",0,"N"
1879,"",0,"N"
100402,"",0,"N"
6845,"카라반(8면)",8,"N"
1885,"일반야영장(60면) 자동차야영장사이트(60면)",120,"Y"
7381,"",0,"N"
1887,"글램핑시설(9면)",9,"N"
7980,"카라반(27면)",27,"Y"
100112,"자동차야영장사이트(26면)",26,"Y"
100364,"일반야영장(18면) 자동차야영장사이트(4면) 글램핑시설(4면)",26,"Y"
100167,"자동차야영장사이트(15면)",15,"Y"
100161,"자동차야영장사이트(20면)",20,"Y"
7009,"일반야영장(16면)",16,"Y"
1892,"일반야영장(24면)",24,"Y"
6961,"글램핑시설(9면)",9,"N"
1893,"자동차야영장사이트(4면) 글램핑시설(8면)",12,"N"
8084,"일반야영장(3면) 글램핑시설(10면) 카라반(4면)",17,"Y"
7269,"",0,"N"
1898,"일반야영장(15면) 카라반(3면)",18,"N"
8208,"일반야영장(27면)",27,"Y"
8035,"일반야영장(43면)",43,"Y"
7593,"자동차야영장사이트(11면)",11,"N"
1900,"일반야영장(18면)",18,"Y"
1903,"",0,"N"
7475,"",0,"N"
8064,"자동차야영장사이트(30면) 글램핑시설(20면)",50,"N"
100379,"",0,"Y"
2762,"자동차야영장사이트(4면) 글램핑시설(16면)",20,"N"
100423,"자동차야영장사이트(30면)",30,"Y"
1916,"일반야영장(12면)",12,"N"
1917,"",0,"N"
7170,"일반야영장(19면) 카라반(6면) 개인카라반사이트(7면)",32,"N"
1920,"일반야영장(37면)",37,"N"
1925,"일반야영장(30면)",30,"Y"
100257,"자동차야영장사이트(136면) 글램핑시설(5면) 카라반(3면)",144,"Y"
1931,"글램핑시설(10면)",10,"Y"
7642,"일반야영장(32면)",32,"Y"
100494,"일반야영장(21면)",21,"Y"
1933,"일반야영장(44면)",44,"N"
8169,"일반야영장(13면) 자동차야영장사이트(3면)",16,"Y"
1934,"자동차야영장사이트(24면)",24,"N"
7171,"일반야영장(60면)",60,"N"
1936,"일반야영장(20면)",20,"Y"
1941,"일반야영장(11면)",11,"N"
1942,"글램핑시설(11면)",11,"N"
1626,"자동차야영장사이트(32면)",32,"N"
1943,"일반야영장(82면)",82,"N"
7172,"일반야영장(24면) 자동차야영장사이트(24면)",48,"Y"
1947,"일반야영장(35면)",35,"N"
1951,"",0,"N"
6728,"카라반(16면)",16,"N"
1955,"글램핑시설(10면)",10,"N"
1957,"일반야영장(13면)",13,"Y"
1960,"일반야영장(6면)",6,"N"
1961,"",0,"N"
8132,"자동차야영장사이트(40면)",40,"Y"
7900,"글램핑시설(5면)",5,"Y"
7825,"글램핑시설(14면)",14,"Y"
2425,"자동차야영장사이트(54면)",54,"N"
7556,"일반야영장(2면) 카라반(15면)",17,"Y"
1970,"",0,"N"
7173,"글램핑시설(6면)",6,"N"
7175,"일반야영장(40면) 글램핑시설(7면) 카라반(40면)",87,"Y"
100302,"글램핑시설(5면)",5,"Y"
8043,"",0,"N"
1982,"자동차야영장사이트(33면)",33,"N"
1984,"자동차야영장사이트(30면)",30,"N"
1986,"글램핑시설(20면)",20,"N"
1987,"",0,"N"
1988,"일반야영장(15면) 글램핑시설(5면)",20,"N"
1989,"자동차야영장사이트(10면)",10,"N"
1990,"일반야영장(32면)",32,"Y"
2239,"일반야영장(41면)",41,"N"
1993,"일반야영장(67면)",67,"Y"
1994,"글램핑시설(14면) 카라반(6면)",20,"N"
100470,"글램핑시설(31면) 카라반(8면)",39,"Y"
100147,"일반야영장(44면) 개인카라반사이트(4면)",48,"Y"
1996,"글램핑시설(17면)",17,"N"
100325,"일반야영장(6면) 자동차야영장사이트(11면)",17,"Y"
100468,"일반야영장(15면) 자동차야영장사이트(4면) 글램핑시설(10면)",29,"Y"
7535,"일반야영장(20면)",20,"Y"
1999,"자동차야영장사이트(23면)",23,"Y"
7927,"일반야영장(51면)",51,"Y"
100672,"일반야영장(19면)",19,"Y"
2003,"일반야영장(57면)",57,"N"
7768,"글램핑시설(8면)",8,"Y"
2005,"",0,"N"
7258,"글램핑시설(21면) 카라반(2면)",23,"N"
2466,"일반야영장(5면)",5,"Y"
2009,"일반야영장(30면)",30,"N"
2010,"일반야영장(19면)",19,"N"
2012,"일반야영장(9면)",9,"Y"
2015,"",0,"N"
8102,"자동차야영장사이트(50면)",50,"Y"
100266,"자동차야영장사이트(43면)",43,"Y"
2022,"자동차야영장사이트(69면) 글램핑시설(6면) 카라반(10면)",85,"N"
2028,"",0,"N"
2031,"일반야영장(34면) 자동차야영장사이트(24면) 글램핑시설(10면) 카라반(7면)",75,"N"
7333,"",0,"N"
7836,"글램핑시설(10면)",10,"Y"
2033,"자동차야영장사이트(45면)",45,"N"
2034,"자동차야영장사이트(120면) 카라반(20면)",140,"N"
7178,"일반야영장(9면) 글램핑시설(7면)",16,"N"
7574,"",0,"Y"
7343,"",0,"N"
2044,"글램핑시설(6면)",6,"N"
2045,"",0,"N"
100077,"자동차야영장사이트(8면)",8,"Y"
100396,"일반야영장(23면)",23,"Y"
2051,"일반야영장(26면)",26,"N"
2053,"일반야영장(10면)",10,"Y"
2054,"일반야영장(6면)",6,"N"
7179,"일반야영장(50면) 자동차야영장사이트(50면) 카라반(1면)",101,"N"
3071,"",0,"N"
7791,"일반야영장(10면) 글램핑시설(1면)",11,"N"
100177,"자동차야영장사이트(40면)",40,"Y"
7910,"일반야영장(30면)",30,"Y"
2110,"일반야영장(11면) 자동차야영장사이트(20면)",31,"Y"
7755,"",0,"N"
2078,"자동차야영장사이트(50면)",50,"N"
2079,"자동차야영장사이트(46면)",46,"N"
2076,"일반야영장(33면) 카라반(8면)",41,"N"
7823,"일반야영장(30면)",30,"Y"
100019,"일반야영장(28면)",28,"Y"
2080,"일반야영장(50면) 개인카라반사이트(20면)",70,"N"
6967,"자동차야영장사이트(70면) 글램핑시설(10면) 개인카라반사이트(16면)",96,"N"
2099,"글램핑시설(19면)",19,"N"
2094,"일반야영장(13면) 카라반(3면)",16,"N"
2097,"자동차야영장사이트(87면)",87,"N"
8202,"자동차야영장사이트(60면) 개인카라반사이트(10면)",70,"Y"
7975,"카라반(5면)",5,"Y"
7644,"일반야영장(15면) 카라반(2면)",17,"N"
6851,"",0,"N"
2104,"일반야영장(10면) 카라반(6면)",16,"N"
7577,"자동차야영장사이트(15면) 카라반(3면)",18,"N"
100324,"일반야영장(19면)",19,"Y"
1793,"자동차야영장사이트(160면)",160,"Y"
2116,"",0,"N"
100330,"자동차야영장사이트(263면)",263,"Y"
100329,"자동차야영장사이트(60면)",60,"Y"
2119,"자동차야영장사이트(50면)",50,"Y"
7769,"자동차야영장사이트(22면) 글램핑시설(3면)",25,"Y"
2121,"자동차야영장사이트(40면)",40,"Y"
7016,"자동차야영장사이트(20면) 카라반(2면)",22,"N"
7017,"일반야영장(12면)",12,"N"
2131,"일반야영장(24면) 자동차야영장사이트(20면)",44,"N"
3149,"자동차야영장사이트(10면)",10,"N"
2134,"자동차야영장사이트(8면)",8,"Y"
1575,"일반야영장(25면)",25,"N"
267,"",0,"N"
7573,"자동차야영장사이트(20면)",20,"N"
1580,"자동차야영장사이트(52면)",52,"N"
6825,"일반야영장(20면) 자동차야영장사이트(60면)",80,"N"
1581,"일반야영장(13면) 글램핑시설(6면)",19,"N"
1585,"자동차야영장사이트(41면)",41,"N"
1587,"일반야영장(30면)",30,"N"
100471,"일반야영장(15면)",15,"Y"
7340,"글램핑시설(19면) 카라반(15면)",34,"N"
2753,"일반야영장(3면) 글램핑시설(20면)",23,"N"
7002,"카라반(26면)",26,"Y"
7999,"일반야영장(6면)",6,"N"
1592,"일반야영장(12면)",12,"Y"
7003,"",0,"N"
1601,"자동차야영장사이트(93면)",93,"N"
1606,"카라반(4면)",4,"N"
1607,"",0,"N"
1610,"일반야영장(25면)",25,"Y"
1611,"",0,"N"
100061,"자동차야영장사이트(17면)",17,"Y"
7004,"",0,"N"
1617,"일반야영장(55면)",55,"Y"
6828,"",0,"N"
7868,"글램핑시설(10면)",10,"Y"
1621,"",0,"N"
1622,"",0,"N"
1627,"일반야영장(35면)",35,"N"
7596,"자동차야영장사이트(6면)",6,"N"
100643,"일반야영장(40면)",40,"Y"
1628,"일반야영장(15면)",15,"Y"
1629,"일반야영장(46면) 글램핑시설(7면)",53,"Y"
1631,"글램핑시설(20면)",20,"N"
1632,"글램핑시설(13면) 카라반(15면)",28,"N"
1633,"자동차야영장사이트(50면)",50,"N"
1636,"자동차야영장사이트(80면)",80,"Y"
7663,"글램핑시설(6면) 카라반(10면)",16,"Y"
6829,"자동차야영장사이트(20면)",20,"Y"
7842,"자동차야영장사이트(100면) 개인카라반사이트(13면)",113,"Y"
1641,"",0,"N"
1643,"일반야영장(25면)",25,"N"
3105,"일반야영장(6면) 글램핑시설(20면) 카라반(5면)",31,"N"
1647,"일반야영장(12면) 개인카라반사이트(10면)",22,"N"
2301,"글램핑시설(38면)",38,"N"
1653,"자동차야영장사이트(22면)",22,"N"
1654,"글램핑시설(6면) 카라반(6면)",12,"N"
1655,"일반야영장(15면)",15,"N"
100382,"글램핑시설(6면)",6,"Y"
1657,"",0,"N"
7372,"일반야영장(45면)",45,"N"
1660,"자동차야영장사이트(30면)",30,"N"
6830,"카라반(4면)",4,"N"
7716,"카라반(9면)",9,"N"
100248,"카라반(10면)",10,"Y"
1665,"일반야영장(12면)",12,"N"
1666,"일반야영장(45면)",45,"N"
1668,"일반야영장(24면) 자동차야영장사이트(172면) 카라반(8면)",204,"N"
1670,"일반야영장(20면)",20,"Y"
1672,"일반야영장(12면)",12,"N"
6832,"",0,"N"
1674,"자동차야영장사이트(30면)",30,"Y"
1676,"일반야영장(17면)",17,"Y"
1678,"일반야영장(24면) 자동차야영장사이트(10면)",34,"N"
1681,"일반야영장(28면)",28,"N"
7606,"카라반(10면)",10,"Y"
1682,"자동차야영장사이트(37면) 글램핑시설(10면)",47,"Y"
1684,"일반야영장(8면)",8,"N"
1685,"자동차야영장사이트(30면) 카라반(3면)",33,"N"
1686,"자동차야영장사이트(10면) 글램핑시설(5면)",15,"N"
8016,"일반야영장(20면) 자동차야영장사이트(18면)",38,"Y"
7958,"일반야영장(20면)",20,"Y"
3094,"자동차야영장사이트(54면) 카라반(3면) 개인카라반사이트(3면)",60,"Y"
1689,"일반야영장(88면)",88,"N"
7005,"일반야영장(52면)",52,"N"
1692,"일반야영장(11면)",11,"Y"
7745,"일반야영장(5면) 글램핑시설(14면)",19,"N"
100503,"글램핑시설(12면)",12,"Y"
7893,"일반야영장(40면) 자동차야영장사이트(30면) 글램핑시설(3면) 덤프스테이션(1기)",74,"Y"
100360,"자동차야영장사이트(46면) 개인카라반사이트(10면)",56,"N"
1698,"자동차야영장사이트(114면) 카라반(29면)",143,"N"
1701,"일반야영장(20면) 글램핑시설(9면)",29,"N"
1703,"자동차야영장사이트(20면)",20,"N"
1704,"자동차야영장사이트(169면)",169,"N"
7726,"카라반(3면)",3,"N"
1707,"일반야영장(22면)",22,"Y"
1709,"일반야영장(34면) 자동차야영장사이트(40면)",74,"N"
7344,"일반야영장(30면)",30,"N"
1710,"자동차야영장사이트(31면)",31,"N"
1711,"자동차야영장사이트(48면)",48,"Y"
100451,"자동차야영장사이트(11면)",11,"Y"
1715,"일반야영장(38면)",38,"N"
7470,"일반야영장(3면)",3,"Y"
7887,"",0,"N"
1717,"",0,"N"
7639,"자동차야영장사이트(50면)",50,"Y"
1718,"일반야영장(9면) 글램핑시설(39면)",48,"N"
1719,"",0,"N"
100520,"카라반(4면)",4,"N"
1721,"일반야영장(15면)",15,"N"
101551,"",0,"N"
7913,"일반야영장(17면) 카라반(10면)",27,"Y"
1734,"일반야영장(14면) 개인카라반사이트(2면)",16,"N"
1736,"",0,"N"
7324,"",0,"Y"
7770,"일반야영장(22면)",22,"Y"
1738,"일반야영장(32면)",32,"N"
101315,"일반야영장(120면)",120,"Y"
1740,"일반야영장(58면)",58,"N"
7358,"",0,"N"
1742,"자동차야영장사이트(56면)",56,"N"
7444,"",0,"N"
7245,"",0,"Y"
1746,"자동차야영장사이트(38면)",38,"N"
1749,"일반야영장(31면) 자동차야영장사이트(31면) 글램핑시설(1면) 카라반(5면)",68,"Y"
1750,"일반야영장(56면) 자동차야영장사이트(38면) 카라반(20면)",114,"Y"
7518,"일반야영장(12면)",12,"N"
7971,"일반야영장(6면)",6,"Y"
1755,"일반야영장(18면)",18,"Y"
1756,"일반야영장(22면)",22,"Y"
7163,"",0,"Y"
1759,"자동차야영장사이트(30면)",30,"N"
7164,"자동차야영장사이트(30면) 글램핑시설(7면)",37,"Y"
1761,"일반야영장(8면)",8,"N"
1763,"자동차야영장사이트(70면)",70,"N"
1770,"자동차야영장사이트(30면)",30,"N"
1771,"",0,"N"
1773,"일반야영장(50면) 자동차야영장사이트(50면)",100,"N"
7404,"",0,"Y"
100168,"자동차야영장사이트(35면)",35,"N"
100006,"자동차야영장사이트(30면)",30,"Y"
7166,"",0,"Y"
1782,"",0,"N"
100190,"일반야영장(17면)",17,"N"
1785,"일반야영장(30면)",30,"N"
7605,"카라반(39면)",39,"Y"
7550,"일반야영장(33면)",33,"N"
1786,"자동차야영장사이트(45면)",45,"N"
1788,"일반야영장(68면)",68,"N"
1789,"일반야영장(20면)",20,"N"
1794,"일반야영장(22면)",22,"Y"
1796,"일반야영장(73면)",73,"N"
1797,"일반야영장(14면)",14,"N"
1802,"자동차야영장사이트(90면)",90,"N"
1803,"일반야영장(28면)",28,"Y"
6836,"자동차야영장사이트(33면)",33,"Y"
7545,"일반야영장(29면)",29,"Y"
8014,"자동차야영장사이트(96면) 카라반(15면)",111,"N"
7875,"일반야영장(15면) 글램핑시설(5면)",20,"Y"
7007,"",0,"N"
1818,"글램핑시설(4면)",4,"Y"
1820,"자동차야영장사이트(26면) 개인카라반사이트(4면)",30,"N"
7426,"",0,"N"
6838,"자동차야영장사이트(15면)",15,"N"
7940,"일반야영장(9면) 자동차야영장사이트(1면) 글램핑시설(8면)",18,"Y"
1825,"자동차야영장사이트(54면)",54,"N"
1827,"자동차야영장사이트(30면) 글램핑시설(10면)",40,"N"
100627,"자동차야영장사이트(20면)",20,"Y"
1830,"자동차야영장사이트(30면)",30,"N"
8033,"자동차야영장사이트(22면)",22,"Y"
1832,"자동차야영장사이트(15면)",15,"N"
1833,"일반야영장(84면)",84,"N"
100057,"글램핑시설(15면) 카라반(15면)",30,"Y"
1835,"자동차야영장사이트(40면)",40,"N"
8083,"일반야영장(8면) 자동차야영장사이트(9면)",17,"Y"
100466,"글램핑시설(9면)",9,"Y"
1838,"일반야영장(15면)",15,"Y"
1843,"자동차야영장사이트(50면)",50,"N"
7981,"카라반(10면) 개인카라반사이트(85면)",95,"Y"
7153,"",0,"N"
7155,"일반야영장(42면) 자동차야영장사이트(42면)",84,"Y"
6994,"",0,"N"
1344,"",0,"N"
1346,"일반야영장(60면)",60,"Y"
6995,"",0,"N"
217,"글램핑시설(48면) 카라반(16면) 덤프스테이션(1기)",65,"Y"
1352,"카라반(7면)",7,"N"
1353,"일반야영장(36면)",36,"Y"
7674,"일반야영장(44면)",44,"Y"
7156,"",0,"N"
1357,"",0,"N"
1360,"",0,"N"
1362,"일반야영장(42면)",42,"Y"
2081,"글램핑시설(18면)",18,"N"
7741,"일반야영장(45면)",45,"N"
8003,"일반야영장(23면) 자동차야영장사이트(20면) 개인카라반사이트(20면)",63,"Y"
1364,"카라반(9면)",9,"N"
100399,"자동차야영장사이트(25면)",25,"Y"
7157,"글램핑시설(5면)",5,"Y"
100159,"자동차야영장사이트(39면)",39,"N"
1368,"자동차야영장사이트(28면)",28,"Y"
1369,"자동차야영장사이트(90면)",90,"N"
1111,"",0,"N"
7909,"일반야영장(16면) 자동차야영장사이트(10면) 개인카라반사이트(5면)",31,"Y"
1370,"일반야영장(13면) 카라반(2면)",15,"N"
1371,"글램핑시설(12면)",12,"N"
100663,"자동차야영장사이트(30면)",30,"Y"
7802,"자동차야영장사이트(45면)",45,"Y"
3379,"자동차야영장사이트(42면)",42,"N"
1379,"일반야영장(9면)",9,"N"
1380,"",0,"N"
627,"일반야영장(16면)",16,"N"
1382,"자동차야영장사이트(84면) 카라반(10면)",94,"N"
7803,"글램핑시설(22면)",22,"Y"
1384,"글램핑시설(28면)",28,"N"
1385,"일반야영장(50면)",50,"N"
7285,"",0,"N"
1388,"일반야영장(10면)",10,"N"
1389,"일반야영장(14면)",14,"N"
1390,"",0,"N"
6814,"일반야영장(21면)",21,"Y"
1405,"",0,"N"
1407,"글램핑시설(12면)",12,"N"
1410,"일반야영장(11면)",11,"N"
100339,"카라반(7면)",7,"Y"
7669,"일반야영장(25면)",25,"Y"
100601,"자동차야영장사이트(35면)",35,"Y"
1413,"글램핑시설(14면)",14,"N"
917,"일반야영장(20면)",20,"N"
1418,"글램핑시설(18면)",18,"N"
7319,"글램핑시설(6면)",6,"N"
6997,"",0,"N"
1425,"",0,"N"
733,"",0,"N"
7762,"글램핑시설(10면)",10,"N"
7485,"",0,"N"
1427,"카라반(6면)",6,"N"
7446,"",0,"N"
7895,"일반야영장(31면)",31,"Y"
7158,"일반야영장(20면) 자동차야영장사이트(20면)",40,"Y"
7338,"",0,"N"
7250,"자동차야영장사이트(72면)",72,"N"
1431,"일반야영장(2면) 글램핑시설(7면) 카라반(1면)",10,"N"
7694,"일반야영장(19면)",19,"Y"
7916,"카라반(22면)",22,"Y"
100461,"일반야영장(2면) 자동차야영장사이트(1면) 글램핑시설(2면)",5,"Y"
100485,"자동차야영장사이트(39면)",39,"Y"
1095,"카라반(29면)",29,"N"
1432,"",0,"N"
7625,"글램핑시설(5면)",5,"Y"
100115,"일반야영장(16면)",16,"N"
1435,"일반야영장(53면)",53,"N"
1436,"자동차야영장사이트(70면)",70,"N"
100476,"자동차야영장사이트(33면) 카라반(4면)",37,"Y"
8038,"일반야영장(13면)",13,"Y"
1441,"",0,"N"
7427,"",0,"N"
6998,"일반야영장(16면) 자동차야영장사이트(3면)",19,"N"
6818,"",0,"N"
1446,"일반야영장(30면)",30,"N"
6819,"일반야영장(26면) 글램핑시설(14면) 카라반(3면)",43,"N"
1447,"자동차야영장사이트(5면) 글램핑시설(8면) 카라반(8면)",21,"N"
7525,"글램핑시설(5면)",5,"N"
1448,"일반야영장(16면)",16,"N"
1449,"일반야영장(6면) 카라반(5면)",11,"N"
8041,"자동차야영장사이트(33면) 카라반(12면) 개인카라반사이트(16면)",61,"Y"
7878,"일반야영장(10면)",10,"Y"
7886,"글램핑시설(6면) 카라반(5면)",11,"Y"
100300,"자동차야영장사이트(34면)",34,"Y"
7532,"일반야영장(14면)",14,"N"
1453,"일반야영장(20면)",20,"Y"
1454,"일반야영장(23면)",23,"N"
1455,"글램핑시설(10면)",10,"N"
1456,"",0,"N"
1457,"카라반(10면)",10,"N"
100199,"",0,"N"
1460,"일반야영장(53면)",53,"N"
1463,"",0,"N"
1467,"일반야영장(8면)",8,"N"
100098,"",0,"N"
1776,"자동차야영장사이트(30면)",30,"N"
1468,"",0,"N"
7279,"",0,"N"
100594,"글램핑시설(16면)",16,"Y"
6999,"",0,"N"
1387,"",0,"N"
1471,"일반야영장(26면)",26,"Y"
1473,"일반야영장(35면)",35,"Y"
7795,"일반야영장(30면)",30,"N"
1476,"글램핑시설(17면)",17,"Y"
7957,"자동차야영장사이트(4면) 글램핑시설(10면)",14,"Y"
100606,"자동차야영장사이트(37면)",37,"Y"
1480,"일반야영장(12면)",12,"Y"
100381,"자동차야영장사이트(45면)",45,"Y"
100427,"자동차야영장사이트(35면) 개인카라반사이트(4면)",39,"Y"
1483,"일반야영장(60면)",60,"N"
6821,"",0,"N"
100611,"글램핑시설(7면)",7,"Y"
1487,"일반야영장(17면)",17,"Y"
100234,"일반야영장(4면) 카라반(4면)",8,"Y"
1488,"자동차야영장사이트(45면) 글램핑시설(21면)",66,"N"
8115,"일반야영장(42면)",42,"N"
100362,"일반야영장(11면) 자동차야영장사이트(12면)",23,"Y"
1490,"",0,"N"
1491,"글램핑시설(5면)",5,"N"
101608,"",0,"N"
1498,"일반야영장(5면)",5,"N"
1499,"자동차야영장사이트(32면)",32,"N"
100165,"일반야영장(26면)",26,"Y"
1501,"자동차야영장사이트(120면)",120,"Y"
1507,"자동차야영장사이트(5면) 카라반(1면)",6,"N"
1508,"자동차야영장사이트(50면)",50,"N"
7628,"글램핑시설(5면)",5,"Y"
8190,"글램핑시설(24면)",24,"Y"
1511,"자동차야영장사이트(47면)",47,"N"
7160,"일반야영장(12면) 자동차야영장사이트(12면) 글램핑시설(7면) 덤프스테이션(6기)",37,"Y"
1515,"일반야영장(20면)",20,"N"
1516,"글램핑시설(15면)",15,"N"
1517,"자동차야영장사이트(41면)",41,"N"
1525,"일반야영장(10면) 글램핑시설(10면) 카라반(2면)",22,"N"
8089,"자동차야영장사이트(43면)",43,"Y"
1528,"",0,"N"
100474,"자동차야영장사이트(39면)",39,"Y"
7001,"자동차야영장사이트(10면)",10,"N"
7635,"일반야영장(1면) 글램핑시설(18면) 카라반(7면) 개인카라반사이트(1면)",27,"Y"
7527,"글램핑시설(5면)",5,"Y"
1356,"일반야영장(15면)",15,"Y"
1533,"일반야영장(12면)",12,"N"
1534,"일반야영장(66면)",66,"N"
8009,"글램핑시설(6면)",6,"N"
1537,"자동차야영장사이트(50면)",50,"Y"
7996,"자동차야영장사이트(28면) 글램핑시설(5면)",33,"N"
7773,"일반야영장(5면) 카라반(3면)",8,"N"
1540,"글램핑시설(10면) 카라반(1면)",11,"N"
1541,"일반야영장(25면)",25,"N"
1542,"일반야영장(15면)",15,"N"
8144,"일반야영장(28면) 자동차야영장사이트(28면) 카라반(1면)",57,"Y"
100600,"자동차야영장사이트(20면) 개인카라반사이트(8면)",28,"Y"
7956,"자동차야영장사이트(18면) 카라반(2면)",20,"Y"
1547,"일반야영장(50면) 자동차야영장사이트(62면)",112,"N"
1548,"",0,"N"
1554,"일반야영장(100면)",100,"Y"
1556,"일반야영장(50면)",50,"N"
6822,"자동차야영장사이트(19면)",19,"N"
1557,"자동차야영장사이트(40면)",40,"N"
2161,"일반야영장(30면)",30,"N"
1562,"자동차야영장사이트(22면)",22,"Y"
7607,"일반야영장(20면)",20,"N"
100385,"일반야영장(6면) 글램핑시설(6면)",12,"Y"
1569,"글램핑시설(6면)",6,"N"
1570,"자동차야영장사이트(50면)",50,"N"
1572,"일반야영장(27면)",27,"N"
1573,"자동차야영장사이트(45면)",45,"N"
8015,"일반야영장(1면) 글램핑시설(14면)",15,"Y"
7965,"일반야영장(6면)",6,"Y"
7146,"일반야영장(26면)",26,"N"
6984,"자동차야영장사이트(155면)",155,"N"
8179,"일반야영장(8면) 자동차야영장사이트(46면)",54,"Y"
7722,"일반야영장(300면)",300,"Y"
7548,"",0,"N"
7617,"",0,"Y"
1096,"자동차야영장사이트(7면)",7,"N"
6796,"",0,"N"
6985,"",0,"N"
1097,"일반야영장(4면) 글램핑시설(7면)",11,"N"
1100,"일반야영장(62면)",62,"N"
1101,"일반야영장(40면)",40,"N"
100109,"글램핑시설(12면)",12,"N"
100145,"일반야영장(24면)",24,"N"
1113,"글램핑시설(21면)",21,"N"
8050,"글램핑시설(12면)",12,"Y"
7890,"카라반(6면)",6,"Y"
